duracion_dias,monto_pagado,infracciones_previas,tipo_vehiculo,zona_circulacion
25.0,10149.05,1,Bicicleta,Zona C
6.0,7270.83,1,Monopatin,Zona D
22.0,49767.48,4,Furgoneta,Zona D
27.0,5441.07,2,Monopatin,Zona D
16.0,34320.03,2,Furgoneta,Zona B
20.0,60462.83,0,Furgoneta,Zona B
29.0,60797.96,0,Coche,Zona C
16.0,49297.92,4,Coche,Zona B
12.0,62007.66,1,Coche,Zona B
17.0,105197.87,0,Furgoneta,Zona D
5.0,6696.24,1,Bicicleta,Zona D
27.0,31381.65,0,Moto,Zona D
25.0,138456.55,1,Camion,Zona A
13.0,37503.08,3,Coche,Zona B
8.0,6303.36,0,Monopatin,Zona B
24.0,131470.2,0,Camion,Zona A
5.0,126301.72,0,Camion,Zona A
15.0,103146.56,3,Camion,Zona A
9.0,80301.93,1,Camion,Zona B
3.0,4339.33,1,Monopatin,Zona D
1.0,6277.43,0,Monopatin,Zona D
25.0,2526.52,0,Monopatin,Zona B
22.0,115297.16,1,Furgoneta,Zona D
18.0,11661.43,5,Bicicleta,Zona A
24.0,4038.49,0,Monopatin,Zona C
12.0,170456.66,0,Camion,Zona D
9.0,83799.05,0,Camion,Zona B
9.0,6690.69,1,Monopatin,Zona D
18.0,3770.51,0,Monopatin,Zona D
18.0,157203.73,5,Camion,Zona D
29.0,45502.56,0,Furgoneta,Zona C
7.0,66242.78,0,Coche,Zona A
27.0,69328.71,0,Coche,Zona B
4.0,2795.64,3,Monopatin,Zona C
13.0,38179.45,0,Coche,Zona B
17.0,6527.74,0,Monopatin,Zona B
24.0,2003.01,0,Monopatin,Zona B
2.0,42650.6,1,Coche,Zona C
15.0,157353.67,0,Camion,Zona A
3.0,6084.67,1,Monopatin,Zona B
5.0,124024.35,0,Camion,Zona A
14.0,153406.73,3,Camion,Zona A
3.0,18444.78,2,Moto,Zona D
23.0,121705.07,0,Camion,Zona C
7.0,37316.28,5,Coche,Zona C
18.0,83235.42,0,Furgoneta,Zona D
13.0,104024.74,2,Furgoneta,Zona D
29.0,9875.75,0,Bicicleta,Zona A
23.0,5334.33,0,Monopatin,Zona B
27.0,64845.41,0,Coche,Zona C
22.0,159174.41,1,Camion,Zona B
10.0,123135.75,0,Furgoneta,Zona B
15.0,67512.02,1,Coche,Zona D
13.0,95754.15,0,Furgoneta,Zona B
15.0,153627.29,1,Camion,Zona A
9.0,85845.43,1,Furgoneta,Zona D
2.0,4580.08,1,Monopatin,Zona B
23.0,6301.41,1,Monopatin,Zona D
5.0,9817.1,0,Bicicleta,Zona A
29.0,8700.69,0,Bicicleta,Zona A
22.0,75329.74,0,Coche,Zona B
17.0,46249.19,3,Coche,Zona D
23.0,4386.93,1,Monopatin,Zona B
22.0,68835.62,1,Coche,Zona B
4.0,67676.4,3,Coche,Zona D
17.0,107252.05,3,Furgoneta,Zona B
9.0,49002.16,1,Coche,Zona A
2.0,110733.91,2,Camion,Zona D
24.0,6545.25,2,Bicicleta,Zona D
18.0,187053.42,1,Camion,Zona D
15.0,56006.97,1,Coche,Zona B
27.0,131829.93,1,Camion,Zona B
22.0,4301.12,0,Monopatin,Zona A
11.0,6293.14,2,Monopatin,Zona C
13.0,82873.05,1,Coche,Zona C
8.0,81942.82,0,Furgoneta,Zona A
15.0,111593.47,0,Coche,Zona C
1.0,77825.96,2,Furgoneta,Zona A
17.0,72270.75,1,Furgoneta,Zona B
12.0,24978.5,0,Moto,Zona D
4.0,40827.89,0,Coche,Zona D
21.0,5872.28,1,Bicicleta,Zona B
13.0,4968.14,0,Monopatin,Zona D
29.0,5121.65,0,Monopatin,Zona D
9.0,45903.28,1,Coche,Zona C
27.0,11496.75,1,Bicicleta,Zona B
7.0,5623.24,3,Monopatin,Zona C
23.0,61136.87,0,Coche,Zona C
24.0,6153.53,0,Monopatin,Zona D
5.0,82511.5,0,Furgoneta,Zona D
5.0,127871.45,0,Camion,Zona B
17.0,89033.96,0,Camion,Zona D
9.0,5983.97,1,Monopatin,Zona D
6.0,22500.14,0,Moto,Zona B
25.0,6464.6,3,Bicicleta,Zona D
19.0,11124.72,0,Coche,Zona C
16.0,4802.62,1,Bicicleta,Zona B
21.0,121257.82,4,Furgoneta,Zona D
2.0,11935.83,0,Bicicleta,Zona A
10.0,111999.32,0,Camion,Zona B
15.0,122844.78,1,Furgoneta,Zona B
5.0,36674.86,1,Coche,Zona A
15.0,10385.81,1,Bicicleta,Zona D
13.0,8040.32,0,Bicicleta,Zona D
13.0,22904.09,1,Coche,Zona B
13.0,6485.57,1,Bicicleta,Zona B
15.0,47382.46,0,Coche,Zona D
14.0,98696.15,4,Furgoneta,Zona D
15.0,102825.03,1,Camion,Zona C
11.0,49002.16,1,Coche,Zona B
18.0,29057.38,2,Moto,Zona B
24.0,57321.44,1,Coche,Zona A
4.0,7779.86,0,Bicicleta,Zona C
26.0,72731.71,1,Furgoneta,Zona D
10.0,6408.96,2,Monopatin,Zona C
1.0,72596.8,1,Furgoneta,Zona D
29.0,3215.92,4,Monopatin,Zona D
5.0,44083.99,0,Coche,Zona C
13.0,139685.4,0,Camion,Zona B
1.0,23880.32,1,Moto,Zona D
23.0,67933.67,1,Furgoneta,Zona C
8.0,4988.47,0,Bicicleta,Zona A
3.0,4784.1,2,Monopatin,Zona C
3.0,8546.99,0,Bicicleta,Zona A
7.0,83734.16,0,Camion,Zona D
4.0,4716.07,4,Monopatin,Zona C
3.0,53746.5,0,Furgoneta,Zona C
15.0,48068.33,4,Coche,Zona A
8.0,12141.19,0,Bicicleta,Zona C
3.0,126181.68,0,Camion,Zona C
29.0,42042.24,2,Furgoneta,Zona D
7.0,87947.13,2,Furgoneta,Zona C
18.0,111483.54,0,Furgoneta,Zona B
11.0,46782.64,0,Furgoneta,Zona A
11.0,3431.76,1,Monopatin,Zona C
17.0,86200.36,0,Furgoneta,Zona A
28.0,7790.92,2,Bicicleta,Zona A
6.0,163602.1,0,Camion,Zona A
8.0,4729.04,2,Monopatin,Zona C
15.0,99810.74,0,Furgoneta,Zona C
29.0,36460.77,1,Moto,Zona A
10.0,18493.08,2,Moto,Zona B
28.0,146916.2,0,Camion,Zona A
25.0,43987.08,2,Coche,Zona B
3.0,5714.56,0,Monopatin,Zona D
4.0,5899.16,0,Monopatin,Zona A
11.0,2676.14,3,Monopatin,Zona A
15.0,43191.06,0,Coche,Zona C
1.0,20327.46,1,Moto,Zona B
9.0,62149.82,1,Coche,Zona D
11.0,4281.94,0,Bicicleta,Zona B
19.0,82562.21,0,Furgoneta,Zona D
13.0,1490.46,0,Monopatin,Zona A
26.0,27846.32,0,Moto,Zona C
16.0,124504.64,0,Camion,Zona C
4.0,101605.42,2,Camion,Zona B
1.0,114279.13,2,Furgoneta,Zona C
20.0,5326.38,0,Moto,Zona B
13.0,49727.68,1,Coche,Zona B
1.0,67963.98,0,Coche,Zona D
5.0,8309.14,1,Bicicleta,Zona B
5.0,11278.56,4,Bicicleta,Zona D
14.0,43241.4,0,Coche,Zona C
27.0,113982.22,1,Camion,Zona B
23.0,6849.89,2,Monopatin,Zona B
14.0,152203.93,1,Camion,Zona A
15.0,13758.21,0,Bicicleta,Zona B
4.0,82467.6,0,Furgoneta,Zona B
7.0,53003.7,0,Coche,Zona A
20.0,6892.64,0,Bicicleta,Zona A
19.0,7510.27,1,Bicicleta,Zona C
15.0,6617.1,0,Monopatin,Zona B
22.0,49996.02,2,Coche,Zona C
4.0,3789.06,0,Monopatin,Zona C
15.0,44359.22,0,Coche,Zona A
9.0,4864.51,1,Monopatin,Zona D
21.0,93269.59,0,Camion,Zona C
13.0,69008.98,1,Furgoneta,Zona D
14.0,56004.94,0,Furgoneta,Zona B
23.0,43660.93,0,Coche,Zona A
28.0,33746.57,0,Moto,Zona B
14.0,8116.13,0,Bicicleta,Zona B
22.0,13907.17,3,Bicicleta,Zona A
10.0,38542.02,0,Coche,Zona B
16.0,5728.24,2,Monopatin,Zona A
5.0,26666.54,0,Moto,Zona D
23.0,143415.82,1,Camion,Zona B
27.0,4090.9,1,Monopatin,Zona A
15.0,4447.3,3,Monopatin,Zona C
15.0,56108.84,2,Coche,Zona B
2.0,42429.96,5,Coche,Zona D
13.0,3743.67,2,Bicicleta,Zona A
15.0,69656.77,0,Coche,Zona B
13.0,63321.43,4,Coche,Zona B
19.0,49002.16,5,Coche,Zona B
18.0,8523.96,0,Coche,Zona D
28.0,156245.9,3,Camion,Zona A
19.0,168391.96,1,Camion,Zona C
1.0,51563.89,3,Coche,Zona C
8.0,6595.14,3,Bicicleta,Zona C
22.0,172713.66,3,Camion,Zona A
16.0,5142.08,3,Monopatin,Zona C
29.0,114700.87,0,Camion,Zona D
2.0,129475.68,0,Camion,Zona A
8.0,10771.34,0,Bicicleta,Zona B
6.0,4941.8,0,Monopatin,Zona D
16.0,10366.4,0,Bicicleta,Zona B
15.0,46871.87,1,Coche,Zona C
11.0,94617.33,0,Furgoneta,Zona D
17.0,85868.82,1,Camion,Zona A
23.0,105670.63,2,Furgoneta,Zona D
19.0,6377.5,1,Bicicleta,Zona B
11.0,9102.29,0,Bicicleta,Zona A
28.0,4432.24,0,Bicicleta,Zona D
8.0,80595.54,0,Furgoneta,Zona D
22.0,8451.5,0,Bicicleta,Zona D
4.0,39780.11,1,Coche,Zona D
11.0,7736.54,1,Bicicleta,Zona A
8.0,26965.76,1,Moto,Zona B
9.0,93518.45,0,Furgoneta,Zona D
26.0,25751.07,0,Moto,Zona A
2.0,11197.87,2,Coche,Zona B
16.0,67373.93,0,Coche,Zona D
6.0,118897.64,1,Camion,Zona B
15.0,3004.5,2,Monopatin,Zona B
21.0,4269.39,0,Monopatin,Zona A
26.0,2650.1,1,Bicicleta,Zona B
27.0,47253.05,1,Coche,Zona A
19.0,113642.08,1,Furgoneta,Zona D
15.0,30932.57,0,Moto,Zona B
8.0,25626.33,2,Moto,Zona B
14.0,19544.02,0,Moto,Zona C
24.0,82935.3,1,Furgoneta,Zona D
16.0,8196.84,0,Monopatin,Zona D
12.0,72315.48,0,Coche,Zona B
5.0,76392.91,0,Furgoneta,Zona C
24.0,13885.4,0,Coche,Zona A
26.0,13299.43,0,Bicicleta,Zona A
24.0,93761.76,0,Camion,Zona B
19.0,92721.81,3,Furgoneta,Zona B
18.0,42590.8,0,Furgoneta,Zona B
9.0,45153.73,3,Coche,Zona B
2.0,26558.25,2,Coche,Zona A
25.0,52114.75,0,Furgoneta,Zona D
20.0,18064.63,0,Moto,Zona B
12.0,137172.16,0,Camion,Zona D
29.0,48558.65,5,Coche,Zona B
2.0,45341.94,1,Moto,Zona C
10.0,10721.11,4,Bicicleta,Zona B
1.0,49002.16,0,Coche,Zona B
4.0,28777.51,3,Moto,Zona B
25.0,27070.39,0,Moto,Zona A
12.0,162806.06,2,Camion,Zona C
9.0,34276.03,0,Camion,Zona B
4.0,6506.69,1,Bicicleta,Zona B
9.0,14796.29,1,Moto,Zona D
15.0,2173.57,1,Monopatin,Zona C
15.0,19234.79,0,Moto,Zona B
1.0,78679.65,1,Camion,Zona D
10.0,6791.29,0,Monopatin,Zona D
29.0,51374.48,1,Coche,Zona A
14.0,19850.54,1,Coche,Zona D
15.0,87537.0,0,Furgoneta,Zona B
25.0,83561.04,2,Camion,Zona A
29.0,81495.09,0,Furgoneta,Zona A
18.0,5590.58,0,Monopatin,Zona B
6.0,92982.63,0,Camion,Zona C
18.0,8521.66,3,Bicicleta,Zona D
20.0,28015.55,1,Moto,Zona A
15.0,7605.75,2,Bicicleta,Zona C
15.0,3920.56,1,Monopatin,Zona B
16.0,120113.13,2,Camion,Zona D
8.0,4790.77,0,Monopatin,Zona D
13.0,27373.91,2,Moto,Zona A
23.0,46043.4,0,Coche,Zona D
11.0,32119.7,1,Coche,Zona D
28.0,4746.49,0,Monopatin,Zona D
29.0,87840.26,3,Furgoneta,Zona D
25.0,126664.88,1,Camion,Zona B
7.0,116006.65,2,Camion,Zona C
17.0,42700.81,0,Coche,Zona B
18.0,6707.98,0,Bicicleta,Zona B
22.0,21740.93,0,Moto,Zona B
23.0,10582.78,1,Bicicleta,Zona D
19.0,5725.16,2,Bicicleta,Zona B
25.0,5136.48,0,Monopatin,Zona D
13.0,31130.03,0,Coche,Zona B
15.0,61470.98,0,Coche,Zona B
23.0,41958.01,1,Coche,Zona A
22.0,3761.58,0,Monopatin,Zona C
29.0,85170.76,4,Furgoneta,Zona C
22.0,2094.2,0,Coche,Zona B
1.0,3050.78,2,Monopatin,Zona A
29.0,132992.73,1,Camion,Zona D
16.0,32609.55,0,Moto,Zona D
5.0,90822.5,2,Furgoneta,Zona B
26.0,125019.59,0,Camion,Zona C
3.0,13784.92,1,Bicicleta,Zona A
23.0,57371.0,1,Coche,Zona C
10.0,5493.17,0,Bicicleta,Zona D
19.0,6536.99,2,Monopatin,Zona C
5.0,20192.24,1,Moto,Zona D
7.0,3937.64,2,Monopatin,Zona A
14.0,46857.61,0,Furgoneta,Zona A
15.0,70126.05,0,Furgoneta,Zona B
13.0,15778.79,0,Coche,Zona B
13.0,140067.29,3,Camion,Zona C
10.0,115485.04,3,Camion,Zona A
2.0,47337.11,0,Furgoneta,Zona A
6.0,78054.96,0,Furgoneta,Zona B
8.0,64907.47,1,Coche,Zona D
4.0,178401.41,2,Camion,Zona C
25.0,11577.88,2,Moto,Zona C
12.0,91979.56,0,Camion,Zona B
28.0,30659.75,0,Coche,Zona B
15.0,5530.33,0,Monopatin,Zona B
8.0,46186.15,0,Furgoneta,Zona B
7.0,105421.64,2,Furgoneta,Zona B
14.0,68055.39,1,Coche,Zona B
23.0,31135.89,2,Moto,Zona D
19.0,62785.1,0,Furgoneta,Zona D
14.0,6429.63,1,Bicicleta,Zona A
22.0,69040.47,1,Furgoneta,Zona B
13.0,10652.18,0,Bicicleta,Zona D
29.0,24529.52,1,Coche,Zona A
21.0,55791.86,1,Coche,Zona B
1.0,57597.23,3,Furgoneta,Zona C
27.0,104900.85,0,Camion,Zona D
19.0,9766.74,2,Bicicleta,Zona A
29.0,13634.15,5,Moto,Zona C
28.0,73334.23,1,Furgoneta,Zona B
1.0,24033.72,1,Moto,Zona B
4.0,79102.58,0,Furgoneta,Zona B
10.0,116285.48,1,Camion,Zona D
3.0,140039.7,1,Camion,Zona A
27.0,119417.185,1,Camion,Zona C
20.0,5548.05,0,Monopatin,Zona A
9.0,131874.2,4,Camion,Zona D
3.0,54291.03,1,Coche,Zona A
28.0,57917.58,4,Coche,Zona D
6.0,5423.12,1,Monopatin,Zona B
6.0,7784.79,2,Coche,Zona C
23.0,15482.9,1,Moto,Zona B
25.0,112572.48,1,Furgoneta,Zona A
12.0,120671.01,0,Furgoneta,Zona B
23.0,4460.89,0,Monopatin,Zona C
1.0,56846.12,1,Coche,Zona B
16.0,66857.29,3,Furgoneta,Zona C
24.0,39196.7,1,Coche,Zona C
5.0,8132.76,0,Bicicleta,Zona B
9.0,46055.92,0,Moto,Zona D
10.0,11828.83,1,Bicicleta,Zona A
13.0,7168.3,1,Monopatin,Zona D
15.0,138675.79,4,Camion,Zona D
15.0,86969.1,1,Camion,Zona B
15.0,157325.36,0,Camion,Zona A
5.0,1178.7,1,Bicicleta,Zona A
28.0,89380.99,2,Furgoneta,Zona D
15.0,33234.08,1,Moto,Zona B
18.0,125453.43,0,Camion,Zona A
12.0,7489.06,0,Monopatin,Zona D
27.0,2861.17,2,Monopatin,Zona A
15.0,177625.04,0,Camion,Zona B
26.0,114322.38,0,Coche,Zona B
25.0,35880.87,0,Moto,Zona B
7.0,156727.09,4,Camion,Zona A
15.0,36355.53,0,Moto,Zona C
19.0,6463.2,2,Monopatin,Zona A
28.0,144909.66,1,Camion,Zona C
18.0,11278.79,1,Bicicleta,Zona B
1.0,8133.15,2,Bicicleta,Zona D
25.0,5903.51,0,Monopatin,Zona C
24.0,24972.87,0,Moto,Zona B
5.0,6354.0,0,Bicicleta,Zona B
27.0,28952.1,1,Moto,Zona C
15.0,8472.19,3,Bicicleta,Zona D
2.0,11016.74,3,Bicicleta,Zona B
1.0,23558.09,1,Moto,Zona C
7.0,61743.41,3,Furgoneta,Zona D
29.0,10983.22,4,Bicicleta,Zona D
11.0,122280.28,2,Camion,Zona B
11.0,3813.16,0,Monopatin,Zona A
18.0,113337.1,0,Furgoneta,Zona A
17.0,31950.71,3,Moto,Zona B
15.0,124371.98,1,Furgoneta,Zona B
7.0,44886.28,2,Coche,Zona B
15.0,42787.76,0,Coche,Zona C
10.0,5392.23,0,Bicicleta,Zona A
22.0,6639.43,0,Bicicleta,Zona C
21.0,106091.04,0,Camion,Zona B
3.0,6024.5,3,Monopatin,Zona B
12.0,57695.12,0,Furgoneta,Zona D
3.0,40049.95,1,Coche,Zona D
11.0,12071.98,0,Bicicleta,Zona D
29.0,1000.0,0,Monopatin,Zona C
25.0,4903.0,5,Bicicleta,Zona B
4.0,6067.39,2,Bicicleta,Zona B
25.0,71350.43,1,Coche,Zona A
16.0,51073.65,3,Coche,Zona D
20.0,14376.98,4,Bicicleta,Zona C
18.0,29701.09,0,Moto,Zona A
4.0,6008.78,0,Bicicleta,Zona A
22.0,5836.61,0,Monopatin,Zona A
6.0,10711.93,0,Bicicleta,Zona C
21.0,138789.58,0,Camion,Zona B
15.0,112247.01,0,Camion,Zona D
1.0,59121.93,0,Camion,Zona A
3.0,22581.66,3,Moto,Zona A
5.0,37507.12,2,Moto,Zona A
22.0,6087.88,0,Bicicleta,Zona B
17.0,105174.44,2,Camion,Zona B
14.0,32449.67,2,Moto,Zona C
9.0,59295.54,0,Coche,Zona B
3.0,4856.24,1,Bicicleta,Zona D
26.0,4837.07,0,Monopatin,Zona C
13.0,113767.27,0,Furgoneta,Zona C
3.0,8063.55,1,Bicicleta,Zona D
11.0,114349.54,0,Furgoneta,Zona D
2.0,173559.93,0,Camion,Zona D
24.0,57736.16,0,Furgoneta,Zona B
15.0,109378.38,4,Camion,Zona C
13.0,59864.05,1,Coche,Zona C
19.0,43095.54,1,Furgoneta,Zona D
22.0,7464.68,2,Bicicleta,Zona D
16.0,139662.71,1,Camion,Zona A
18.0,6506.6,0,Bicicleta,Zona B
15.0,29410.8,3,Moto,Zona A
13.0,98393.78,2,Camion,Zona D
4.0,65329.95,0,Furgoneta,Zona C
9.0,146790.69,1,Camion,Zona D
10.0,11283.31,1,Bicicleta,Zona B
9.0,39338.83,0,Coche,Zona A
7.0,76391.03,0,Camion,Zona A
15.0,79105.84,0,Furgoneta,Zona C
28.0,28501.76,2,Moto,Zona A
8.0,3918.91,0,Monopatin,Zona A
19.0,74910.33,0,Coche,Zona D
11.0,23898.7,0,Moto,Zona A
5.0,93742.75,2,Camion,Zona A
2.0,12636.08,3,Bicicleta,Zona A
10.0,11039.7,1,Bicicleta,Zona C
16.0,62541.72,0,Furgoneta,Zona C
23.0,10561.14,1,Bicicleta,Zona D
13.0,40162.34,2,Coche,Zona A
8.0,9842.18,1,Bicicleta,Zona C
9.0,122655.79,1,Furgoneta,Zona C
11.0,3186.74,0,Monopatin,Zona D
11.0,100640.27,0,Coche,Zona B
23.0,101430.08,0,Camion,Zona A
26.0,8637.46,4,Bicicleta,Zona C
16.0,28550.01,1,Moto,Zona D
10.0,119417.185,1,Camion,Zona D
29.0,2477.24,3,Monopatin,Zona D
24.0,5045.57,2,Bicicleta,Zona C
12.0,58794.83,0,Furgoneta,Zona A
25.0,5839.85,0,Monopatin,Zona B
6.0,4651.74,3,Bicicleta,Zona A
28.0,3629.48,5,Monopatin,Zona D
12.0,79188.86,1,Camion,Zona D
10.0,88191.31,3,Furgoneta,Zona B
18.0,10716.18,0,Bicicleta,Zona A
18.0,52312.31,0,Coche,Zona D
4.0,127844.08,0,Furgoneta,Zona D
9.0,52309.23,2,Coche,Zona A
7.0,4858.78,1,Monopatin,Zona D
18.0,19118.71,1,Moto,Zona A
8.0,84871.75,0,Furgoneta,Zona D
15.0,3759.84,0,Monopatin,Zona A
7.0,35315.34,3,Coche,Zona B
9.0,83727.79,0,Camion,Zona D
8.0,111927.81,1,Camion,Zona B
17.0,143713.61,1,Furgoneta,Zona D
2.0,85025.12,5,Furgoneta,Zona C
15.0,84630.08,0,Furgoneta,Zona A
14.0,4172.06,1,Monopatin,Zona B
29.0,47991.06,0,Moto,Zona B
18.0,57825.25,0,Furgoneta,Zona B
16.0,4289.44,0,Monopatin,Zona A
20.0,155971.59,0,Camion,Zona C
22.0,53035.27,3,Coche,Zona B
4.0,3090.45,1,Monopatin,Zona A
25.0,120982.53,0,Camion,Zona D
20.0,144468.65,0,Camion,Zona B
6.0,57680.29,0,Coche,Zona B
6.0,143802.63,1,Camion,Zona C
26.0,41392.73,2,Moto,Zona B
11.0,54072.95,1,Coche,Zona B
26.0,148643.2,0,Camion,Zona D
17.0,2181.97,0,Bicicleta,Zona A
24.0,7798.35,0,Monopatin,Zona A
28.0,122339.98,1,Camion,Zona C
3.0,25573.595,0,Moto,Zona D
13.0,75314.52,0,Furgoneta,Zona A
15.0,143850.79,0,Camion,Zona D
3.0,104833.96,1,Furgoneta,Zona A
16.0,7771.41,0,Bicicleta,Zona D
15.0,141651.91,2,Camion,Zona C
15.0,46051.74,1,Coche,Zona B
18.0,91799.06,1,Furgoneta,Zona C
15.0,8495.06,0,Bicicleta,Zona A
5.0,54512.39,0,Coche,Zona C
16.0,45335.54,1,Coche,Zona B
16.0,56054.87,0,Coche,Zona C
17.0,37601.8,0,Coche,Zona A
9.0,127006.27,0,Camion,Zona A
27.0,4048.3,0,Monopatin,Zona C
23.0,84228.13,0,Camion,Zona B
3.0,94599.74,2,Camion,Zona C
20.0,7500.74,0,Bicicleta,Zona B
13.0,6731.67,0,Bicicleta,Zona D
22.0,5594.43,0,Monopatin,Zona B
3.0,8191.26,1,Bicicleta,Zona D
28.0,32609.2,1,Moto,Zona C
7.0,4873.31,0,Monopatin,Zona B
15.0,8433.65,2,Bicicleta,Zona D
6.0,7798.88,0,Monopatin,Zona D
9.0,104201.92,1,Camion,Zona D
12.0,109734.52,1,Camion,Zona A
15.0,6805.23,2,Monopatin,Zona C
21.0,17823.8,1,Moto,Zona D
20.0,34865.31,0,Moto,Zona B
3.0,4644.65,1,Monopatin,Zona D
10.0,6000.08,0,Bicicleta,Zona A
1.0,101725.19,4,Furgoneta,Zona C
19.0,23116.55,0,Moto,Zona A
19.0,77364.31,0,Coche,Zona A
23.0,122921.68,0,Camion,Zona A
23.0,5110.83,0,Monopatin,Zona B
13.0,41208.46,1,Coche,Zona C
12.0,4779.85,0,Monopatin,Zona C
1.0,110184.82,0,Camion,Zona B
19.0,167929.77,0,Camion,Zona C
29.0,27172.02,1,Moto,Zona A
24.0,30291.63,0,Moto,Zona C
16.0,51477.45,0,Coche,Zona B
15.0,4383.57,1,Monopatin,Zona A
23.0,133355.67,0,Camion,Zona B
23.0,73861.2,0,Coche,Zona D
28.0,54838.57,2,Furgoneta,Zona A
15.0,56292.22,0,Coche,Zona A
16.0,11591.8,0,Bicicleta,Zona C
11.0,37778.41,1,Coche,Zona A
24.0,10212.83,0,Bicicleta,Zona B
6.0,10215.61,0,Bicicleta,Zona C
11.0,4893.73,2,Bicicleta,Zona D
3.0,106650.48,3,Furgoneta,Zona B
15.0,41088.23,1,Coche,Zona D
1.0,55382.75,0,Coche,Zona D
7.0,104579.39,0,Furgoneta,Zona D
1.0,163202.92,1,Camion,Zona A
17.0,13481.13,0,Moto,Zona B
9.0,76829.04,0,Coche,Zona B
29.0,35634.46,2,Moto,Zona A
26.0,6577.9,0,Monopatin,Zona C
15.0,5542.22,0,Monopatin,Zona D
13.0,69543.25,0,Coche,Zona B
11.0,3375.23,1,Monopatin,Zona A
29.0,2564.24,0,Monopatin,Zona D
20.0,143203.3,0,Camion,Zona C
6.0,157851.51,0,Camion,Zona C
1.0,116953.63,3,Camion,Zona D
7.0,4308.54,1,Monopatin,Zona C
12.0,81677.91,0,Furgoneta,Zona B
22.0,6463.07,2,Bicicleta,Zona B
20.0,8051.86,0,Bicicleta,Zona B
23.0,19766.76,0,Moto,Zona C
19.0,9468.89,1,Bicicleta,Zona B
17.0,10985.29,1,Bicicleta,Zona A
4.0,138306.23,0,Coche,Zona B
3.0,117103.24,2,Camion,Zona B
1.0,6483.7,0,Monopatin,Zona C
18.0,25141.8,5,Moto,Zona B
27.0,64360.23,1,Coche,Zona D
21.0,20228.92,5,Moto,Zona A
15.0,21199.47,0,Moto,Zona C
8.0,56268.44,0,Furgoneta,Zona A
1.0,4301.79,1,Monopatin,Zona D
20.0,103553.52,2,Furgoneta,Zona C
14.0,18461.89,2,Moto,Zona C
15.0,7715.8,0,Moto,Zona B
15.0,21891.14,1,Moto,Zona A
23.0,5183.05,2,Bicicleta,Zona D
13.0,67894.13,2,Furgoneta,Zona D
28.0,40801.52,0,Moto,Zona C
24.0,87997.1,1,Camion,Zona B
15.0,5950.3,1,Monopatin,Zona C
6.0,4879.68,0,Monopatin,Zona C
15.0,133409.3,3,Camion,Zona C
23.0,4236.11,0,Monopatin,Zona C
19.0,10787.23,1,Bicicleta,Zona D
13.0,9024.43,3,Bicicleta,Zona D
29.0,56819.53,0,Coche,Zona C
29.0,51483.41,2,Coche,Zona C
6.0,68839.42,1,Coche,Zona B
15.0,5840.23,2,Monopatin,Zona C
16.0,8890.17,0,Bicicleta,Zona D
24.0,9566.35,0,Bicicleta,Zona A
23.0,3776.05,1,Bicicleta,Zona D
16.0,126759.38,0,Camion,Zona B
10.0,7846.34,0,Bicicleta,Zona D
22.0,162069.03,0,Camion,Zona A
9.0,39484.57,0,Coche,Zona C
9.0,53016.59,1,Coche,Zona A
17.0,7885.76,1,Monopatin,Zona C
15.0,49614.27,2,Coche,Zona C
17.0,3004.59,1,Monopatin,Zona D
24.0,41304.55,2,Moto,Zona D
12.0,19633.4,0,Moto,Zona D
13.0,55045.33,2,Furgoneta,Zona B
12.0,3499.46,0,Monopatin,Zona D
14.0,97463.95,1,Furgoneta,Zona B
10.0,111146.72,0,Furgoneta,Zona D
23.0,38203.02,0,Moto,Zona C
19.0,5022.98,0,Monopatin,Zona B
29.0,17598.45,0,Moto,Zona A
2.0,66321.32,0,Furgoneta,Zona B
4.0,5050.38,0,Monopatin,Zona B
19.0,79491.56,0,Furgoneta,Zona A
7.0,11139.92,0,Bicicleta,Zona B
26.0,3023.58,0,Monopatin,Zona C
15.0,3326.79,0,Monopatin,Zona D
15.0,72564.57,3,Furgoneta,Zona A
24.0,8886.09,1,Bicicleta,Zona D
6.0,104064.37,3,Camion,Zona C
3.0,21069.38,1,Moto,Zona A
6.0,79645.365,2,Furgoneta,Zona D
16.0,5707.93,1,Monopatin,Zona D
2.0,17614.58,0,Moto,Zona C
15.0,21177.19,1,Moto,Zona B
7.0,28876.13,0,Moto,Zona C
11.0,74603.2,1,Camion,Zona B
26.0,57661.0,3,Coche,Zona C
7.0,71748.85,2,Furgoneta,Zona B
4.0,55442.12,0,Coche,Zona A
29.0,51797.97,4,Coche,Zona D
24.0,33239.69,5,Coche,Zona C
20.0,20225.35,0,Moto,Zona C
7.0,11473.76,2,Bicicleta,Zona D
4.0,42784.91,0,Moto,Zona D
29.0,11895.68,0,Moto,Zona A
12.0,6564.68,0,Monopatin,Zona A
5.0,5443.43,2,Monopatin,Zona C
23.0,81234.25,0,Coche,Zona A
29.0,20811.16,0,Moto,Zona B
29.0,63474.26,0,Coche,Zona A
15.0,4546.04,0,Monopatin,Zona A
19.0,11075.37,0,Bicicleta,Zona C
26.0,135470.91,0,Furgoneta,Zona B
5.0,53195.98,0,Coche,Zona A
27.0,5266.49,0,Bicicleta,Zona B
19.0,113932.95,0,Furgoneta,Zona B
21.0,140357.36,2,Camion,Zona B
3.0,55670.49,5,Coche,Zona D
27.0,49002.16,0,Coche,Zona D
